timestamp,recipe_id,input_text,output_data,model,success,error_message,response_time_ms,estimated_cost,input_tokens,output_tokens,total_tokens,cache_hit
2025-05-24T04:06:59.078537,,"600g chicken thighs, sliced","{""name"": ""chicken thighs"", ""unit"": ""g"", ""modifiers"": ""sliced"", ""category"": ""Meat & Seafood"", ""synonym_of"": ""chicken"", ""plural"": ""chicken thigh""}",openai/chatgpt-4o-latest,True,,1143.6498165130615,0.003,0,0,0,False
2025-05-24T04:07:00.408516,,4 tbsp green curry paste,"{""name"": ""green curry paste"", ""unit"": ""tbsp"", ""modifiers"": """", ""category"": ""Condiments & Spices"", ""synonym_of"": """", ""plural"": """"}",openai/chatgpt-4o-latest,True,,1324.9061107635498,0.003,0,0,0,False
2025-05-24T04:07:01.261620,,"2 Thai eggplants, quartered","{""name"": ""Thai eggplant"", ""unit"": """", ""modifiers"": ""quartered"", ""category"": ""Vegetables"", ""synonym_of"": ""eggplant"", ""plural"": ""Thai eggplants""}",openai/chatgpt-4o-latest,True,,844.6345329284668,0.003,0,0,0,False
2025-05-24T04:07:02.076813,,"1 red bell pepper, sliced","{""name"": ""red bell pepper"", ""unit"": """", ""modifiers"": ""sliced"", ""category"": ""Vegetables"", ""synonym_of"": ""bell pepper, sweet pepper"", ""plural"": ""red bell peppers""}",openai/chatgpt-4o-latest,True,,810.2829456329346,0.003,0,0,0,False
2025-05-24T04:07:02.970325,,"100g green beans, trimmed","{""name"": ""green beans"", ""unit"": ""g"", ""modifiers"": ""trimmed"", ""category"": ""Vegetables"", ""synonym_of"": ""string beans,snap beans"", ""plural"": ""green bean""}",openai/chatgpt-4o-latest,True,,889.0037536621094,0.003,0,0,0,False
2025-05-24T04:07:03.719198,,4 kaffir lime leaves,"{""name"": ""kaffir lime leaves"", ""unit"": """", ""modifiers"": """", ""category"": ""Condiments & Spices"", ""synonym_of"": ""makrut lime leaves"", ""plural"": ""kaffir lime leaf""}",openai/chatgpt-4o-latest,True,,742.9769039154053,0.003,0,0,0,False
2025-05-24T04:07:04.313983,,2 tbsp fish sauce,"{""name"": ""fish sauce"", ""unit"": ""tbsp"", ""modifiers"": """", ""category"": ""Condiments & Spices"", ""synonym_of"": """", ""plural"": """"}",openai/chatgpt-4o-latest,True,,589.2465114593506,0.003,0,0,0,False
2025-05-24T04:07:05.150953,,1 tbsp palm sugar,"{""name"": ""palm sugar"", ""unit"": ""tbsp"", ""modifiers"": """", ""category"": ""Condiments & Spices"", ""synonym_of"": ""jaggery"", ""plural"": """"}",openai/chatgpt-4o-latest,True,,831.7949771881104,0.003,0,0,0,False
2025-05-24T04:07:05.800509,,1 handful Thai basil leaves,"{""name"": ""Thai basil leaves"", ""unit"": ""handful"", ""modifiers"": """", ""category"": ""Vegetables"", ""synonym_of"": ""basil"", ""plural"": ""Thai basil leaf""}",openai/chatgpt-4o-latest,True,,644.2654132843018,0.003,0,0,0,False
2025-05-24T04:07:06.839296,,"2 red chilies, sliced (optional)","{""name"": ""red chilies"", ""unit"": """", ""modifiers"": ""sliced (optional)"", ""category"": ""Condiments & Spices"", ""synonym_of"": ""red chili,red chilli,red chile"", ""plural"": ""red chili""}",openai/chatgpt-4o-latest,True,,1032.0863723754883,0.003,0,0,0,False
2025-05-24T04:07:07.681189,,2 tbsp vegetable oil,"{""name"": ""vegetable oil"", ""unit"": ""tbsp"", ""modifiers"": """", ""category"": ""Condiments & Spices"", ""synonym_of"": ""cooking oil"", ""plural"": """"}",openai/chatgpt-4o-latest,True,,831.0496807098389,0.003,0,0,0,False
